cafe_id,name,description,website,featured_image,main_category,categories,workday_timing,closed_on,phone,address,review_keywords,link,feature,outdoor,Indoor,RetroVintage,MinimalisCafe,IndustrialCafe,ModernCafe,ArtCafe,PetCafe,BooksCafe,24HoursCafe,MeetingCafe,StudyCafe,goodViews,FamilyCafe,CountryFood,Smoking,NonSmoking,Coffee,NonCoffee,GardenCafe
ChIJ1V1pomv0aS4RuKukVVZqrI0,Starbucks,"Franchise kedai kopi dari Seattle yang terkenal dengan teknik penyeduhan kopinya yang khas, camilan & Wi-Fi.",http://www.starbucks.co.id/,https://lh3.googleusercontent.com/gps-proxy/AFm_dcQwQxMMH0viFGVsU7RyTgQ34V-en2UAVc3ndKjfzBs8kVNt5qE6zTglJBstQWMY1hdN2FFFGO8PHsf74lpPkykGXxvCxpfGN-36CI3yZBgL64NQV5a66tMIRuXYouOjEwBcA7hbsIBid7wUlamyS_lEPAWNBnbjUX9RNGt--qaFeL6uP93gkhnx=w408-h306-k-no,Kedai Kopi,"Kedai Kopi, Kedai Sarapan, Kafe",07.00-22.00,,(021) 3156458,"Starbucks, Jl. Pegangsaan Timur No.21, RT.1/RW.1, Pegangsaan, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310","luas, strategis, gedung, duduk, meeting, film, smoking, outlet, klien, nyaman",https://www.google.com/maps/place/Starbucks/data=!4m7!3m6!1s0x2e69f46ba2695dd5:0x8dac6a5655a4abb8!8m2!3d-6.2003275!4d106.8434888!16s%2Fg%2F11b6nr1wv2!19sChIJ1V1pomv0aS4RuKukVVZqrI0?authuser=0&hl=id&rclk=1,"outdoor, indoor, modern cafe, meeting cafe, study cafe, family cafe, smoking, nonsmoking, coffee, noncoffee, garden cafe",1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1
ChIJWTAQFkf1aS4R5VdtGaOQ60s,Kawisari Cafe & Eatery,,http://kawisaricoffee.com/,https://lh5.googleusercontent.com/p/AF1QipN5whKivWgcr7vq7NmtqhXtf_OC_J7NaGMO4dbM=w408-h408-k-no,Kedai Kopi,Kedai Kopi,08.00-23.00,,0878-8319-5051,"Kawisari Cafe & Eatery, Jl. Kebon Sirih No.77A, RT.1/RW.1, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340","makanan indonesia, klepon, mendoan, serabi, perkebunan, rujak, kolonial, cascara, mie kangkung, tahu petis",https://www.google.com/maps/place/Kawisari+Cafe+%26+Eatery/data=!4m7!3m6!1s0x2e69f54716103059:0x4beb90a3196d57e5!8m2!3d-6.1833561!4d106.8252282!16s%2Fg%2F11frkvnm26!19sChIJWTAQFkf1aS4R5VdtGaOQ60s?authuser=0&hl=id&rclk=1,"outdoor, indoor, vintage, art cafe, meeting cafe, study cafe, family cafe, country food, smoking, nonsmoking, coffee, noncoffee",1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0
ChIJ-8lqzk3zaS4Rh2M9FQYV9e4,REN Coffee & Eatery,"Tempat nongkrong trendi dengan area duduk outdoor dan dekorasi Zen, serta susyi, ramen, dan camilan lainnya.",https://www.instagram.com/rencoffee.eatery/%3Fhl%3Did,https://lh5.googleusercontent.com/p/AF1QipNwLGpy8r1q_-SLz1iWOxyfiANMi-0iVd8j8tAB=w408-h272-k-no,Kafe,"Kafe, Toko kopi, Restoran",09.00-23.00,,0878-7751-0000,"REN Coffee & Eatery, Jl. Tebet Barat IX No.30, RT.5/RW.4, Tebet Bar., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810","foto, estetik, ramen, sushi, smoking area, okonomiyaki, tax, kakek, katsu, butterscotch",https://www.google.com/maps/place/REN+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e69f34dce6ac9fb:0xeef51506153d6387!8m2!3d-6.2384338!4d106.8495547!16s%2Fg%2F11l4v6r0jg!19sChIJ-8lqzk3zaS4Rh2M9FQYV9e4?authuser=0&hl=id&rclk=1,"outdoor, indoor, minimalis cafe, industrial cafe, meeting cafe, study cafe, family cafe, country food, smoking, nonsmoking, coffee, noncoffee, garden cafe",1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1
ChIJVyllMOL1aS4R5fVisPHnq-M,Ombe Kofie Menteng,,https://www.instagram.com/ombekofie/%3Fhl%3Den,https://lh5.googleusercontent.com/p/AF1QipMBOq8U_NMY_r9FcdVlPExrlAaKf0ghwVvuOa0X=w408-h544-k-no,Kedai Kopi,Kedai Kopi,07.00-22.00,,0822-1000-6551,"Ombe Kofie Menteng, Jl. HOS. Cokroaminoto No.62A, RT.6/RW.4, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350","valet, bir, pelayannya, halal, meeting, ruang parkir, fried, pork belly, pork chop",https://www.google.com/maps/place/Omb%C3%A9+Kofie+Menteng/data=!4m7!3m6!1s0x2e69f5e230652957:0xe3abe7f1b062f5e5!8m2!3d-6.1939677!4d106.8285571!16s%2Fg%2F11kxkqw4yd!19sChIJVyllMOL1aS4R5fVisPHnq-M?authuser=0&hl=id&rclk=1,"outdoor, indoor, vintage, meeting cafe, study cafe, family cafe, smoking, nonsmoking, coffee, noncoffee, garden cafe",1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1
ChIJn29omlLxaS4R_jLgTKMrEAI,Cecemuwe Cafe and Space - Senayan,,https://www.cecemuwe.com/,https://lh5.googleusercontent.com/p/AF1QipPJGVLH1zh76NU2UBL4JCFW4GB5eW3zkM285GJC=w408-h408-k-no,Kafe,"Kafe, Kedai Kopi, Tempat Acara, Restoran",10.00-22.00,,0812-8338-8128,"Cecemuwe Cafe and Space - Senayan, Jl. Hang Jebat IX No.6, RT.8/RW.4, Gunung, Kebayoran Baru, South Jakarta City, Jakarta 12120","meeting, kerja, estetik, anjing, pet friendly, bisa, santai, lantai, nasi goreng, mushroom sauce",https://www.google.com/maps/place/Cecemuwe+Cafe+and+Space+-+Senayan/data=!4m7!3m6!1s0x2e69f1529a686f9f:0x2102ba34ce032fe!8m2!3d-6.2361351!4d106.7933281!16s%2Fg%2F11hz77m92t!19sChIJn29omlLxaS4R_jLgTKMrEAI?authuser=0&hl=id&rclk=1,"outdoor, indoor, minimalis cafe, modern cafe, pet cafe, meeting cafe, study cafe, good views, family cafe, smoking, nonsmoking, coffee, noncoffee, garden cafe",1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1
ChIJPyAcAqj2aS4RvmUSW1Spylw,KLTR Jakarta,Kedai kopi trendi dengan interior mewah yang menyajikan racikan premium dan hidangan mewah.,http://www.kltrcoffee.com/,https://lh5.googleusercontent.com/p/AF1QipMZeWJ2tKcVI7voxR1ugRA4PA-xIC3DthcIJfUm=w408-h305-k-no,Kedai Kopi,Kedai Kopi,08.00-22.00,,(021) 29023340,"KLTR Jakarta, Jl. K.H. Mas Mansyur No.12, RT.12/RW.11, Karet Tengsin, Tanah Abang, Central Jakarta City, Jakarta 10220","tiramisu, meeting, pork, brunch, interior, pasta, cocktail, nachos, ambient, smoked",https://www.google.com/maps/place/KLTR+Jakarta/data=!4m7!3m6!1s0x2e69f6a8021c203f:0x5ccaa9545b1265be!8m2!3d-6.2077019!4d106.8177914!16s%2Fg%2F11dyzk39l_!19sChIJPyAcAqj2aS4RvmUSW1Spylw?authuser=0&hl=id&rclk=1,"outdoor, indoor, vintage, industrial cafe, meeting cafe, study cafe, smoking, nonsmoking, coffee, noncoffee",1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0
ChIJx_DulDn0aS4Rz1M0qxD0HXc,Workroom Coffee,"Kreasi kopi, pastri & camilan kafe ditawarkan di kedai kopi elegan dengan kursi empuk.",http://instagram.com/workroomcoffee,https://lh5.googleusercontent.com/p/AF1QipPlcl-PA9KA5xHMyzP_8U-85q0IXdLulioGdJdd=w408-h272-k-no,Kedai Kopi,"Kedai Kopi, Kafe, Jasa Penyelenggaraan Rapat, Agen Persewaan Ruang Kantor",09.00-22.00,,0811-8124-908,"Workroom Coffee, Jl. Cikini Raya No.9, Menteng, RT.16/RW.1, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330","wifi, meeting, kerja, colokan, internet, kantor, smoking room, pinggir jalan, coworking space, keterampilan belajar",https://www.google.com/maps/place/Workroom+Coffee/data=!4m7!3m6!1s0x2e69f43994eef0c7:0x771df410ab3453cf!8m2!3d-6.1875999!4d106.8368011!16s%2Fg%2F11bw5znpd3!19sChIJx_DulDn0aS4Rz1M0qxD0HXc?authuser=0&hl=id&rclk=1,"indoor, minimalis cafe, modern cafe, meeting cafe, study cafe, smoking, nonsmoking, coffee, noncoffee",0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
ChIJNVc1Tnj2aS4RJjDPK_m5LPc,Wake Cup Coffee Graha Harmoni,Kedai kopi & tempat kumpul mewah dengan furnitur elegan & menu lokal berkelas.,http://www.wakecupindonesia.com/,https://lh5.googleusercontent.com/p/AF1QipPifJ1h5zkFV5v9PTQDVz_7IxaEhuGTVWkLZwuC=w408-h725-k-no,Kafe,Kafe,08.00-21.00,,0877-8500-0033,"Wake Cup Coffee Graha Harmoni, Jl. Kaji No.40, RT.10/RW.7, Petojo Utara, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10130","mobil, meeting, lantai, tahu, smoking, AC, gula aren, standar, pop, photoshoot",https://www.google.com/maps/place/Wake+Cup+Coffee+Graha+Harmoni/data=!4m7!3m6!1s0x2e69f6784e355735:0xf72cb9f92bcf3026!8m2!3d-6.1684872!4d106.8153005!16s%2Fg%2F11ddzfm34l!19sChIJNVc1Tnj2aS4RJjDPK_m5LPc?authuser=0&hl=id&rclk=1,"outdoor, indoor, industrial cafe, art cafe, meeting cafe, study cafe, family cafe, smoking, nonsmoking, coffee, noncoffee, garden cafe",1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1
ChIJBWSyB_DxaS4RJ-Tmx2YgiWQ,Cafe Kitsune Jakarta,,https://www.maisonkitsune.com/mk/cafe-kitsune/,https://lh5.googleusercontent.com/p/AF1QipOIkkT8j96-l2GyOWrlWMM8xApUalDLUVKU6YMo=w426-h240-k-no,Kafe,Kafe,08.00-22.00,,0812-8006-1108,"Cafe Kitsune Jakarta, Ashta at District 8, GF 31& 31A SCBD LOT 28, Jl. Jend. sudirman kav 52-53, RT.8/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190","kitsune, pelayannya, matcha, smoking area, pesan, social distancing, gyudon, keik keju uncle tetsu, sofa, salmon",https://www.google.com/maps/place/Caf%C3%A9+Kitsun%C3%A9+Jakarta/data=!4m7!3m6!1s0x2e69f1f007b26405:0x64892066c7e6e427!8m2!3d-6.2289422!4d106.8067897!16s%2Fg%2F11mvxc8tjt!19sChIJBWSyB_DxaS4RJ-Tmx2YgiWQ?authuser=0&hl=id&rclk=1,"outdoor, indoor, modern cafe, meeting cafe, study cafe, family cafe, smoking, nonsmoking, coffee, noncoffee, garden cafe",1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1
ChIJAQAAADvxaS4RYy8Y43ojJmg,Cafe De Burse,Kafe bergaya Eropa yang menyediakan kuliner Barat dan menayangkan siaran langsung olahraga.,http://www.deburse.com/,https://lh5.googleusercontent.com/p/AF1QipPqUi0MfXDYnBsO7m_dDG8PceeFvrl0v8vd6X9t=w408-h306-k-no,Kafe,"Kafe, Pemasok makanan dan minuman katering, Bar Dengan Pentas Musik, Restoran",11.00-02.00,Minggu,(021) 29035451,"Cafe De Burse, Equity Tower Lower Ground Unit E - SCBD lot 9, Jl. Jenderal Sudirman Kavling No.52-53 5, RT.5/RW.3, 3, Senayan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12220","live music, tempat minum, band, cuci otak, malam, harga, meja, merokok, lunch, zomato",https://www.google.com/maps/place/Cafe+De+Burse/data=!4m7!3m6!1s0x2e69f13b00000001:0x6826237ae3182f63!8m2!3d-6.2263948!4d106.8087531!16s%2Fg%2F1tcwcdks!19sChIJAQAAADvxaS4RYy8Y43ojJmg?authuser=0&hl=id&rclk=1,"indoor, modern cafe, art cafe, country food, smoking, noncoffee",0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0
ChIJW_4bsXP0aS4RdvVxk8IA3vc,PERON SKYCAFE,,https://www.discoverasr.com/en/yello/indonesia/yello-hotel-manggarai-jakarta%3Futm_source%3Dgoogle%26utm_medium%3Dgmb%26utm_campaign%3D-google-gmb-alwayson-20220101-all-en-id-id-YMGR--%26utm_content%3D--,https://lh5.googleusercontent.com/p/AF1QipMoJqaKUbhhqsST0chygKgtvthojMqkBZV6dpaq=w408-h265-k-no,Kafe,"Kafe, Bar",17.00-23.30,,(021) 30428888,"PERON SKYCAFE, Yello Hotel, Jl. Minangkabau Timur No.9, RT.6/RW.8, Ps. Manggis, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12970","malam, sunset, hotel, pelayan, pesan, rooftop, angin, pencakar langit, pemandangan, struk",https://www.google.com/maps/place/PERON+SKYCAFE/data=!4m7!3m6!1s0x2e69f473b11bfe5b:0xf7de00c29371f576!8m2!3d-6.2106143!4d106.84537!16s%2Fg%2F11f3xq3wfn!19sChIJW_4bsXP0aS4RdvVxk8IA3vc?authuser=0&hl=id&rclk=1,"outdoor, minimalis cafe, industrial cafe, art cafe, meeting cafe, study cafe, good views, family cafe, smoking, coffee, noncoffee",1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0
ChIJnauaQJP1aS4RDsAu9OYNn-c,Romansa Jakarta,,http://romansajkt.id/,https://lh5.googleusercontent.com/p/AF1QipO9PEIXvrgqFIeZptKoj3YD380HCsowZ-kSi3HX=w408-h544-k-no,Kedai Kopi,"Kedai Kopi, Restoran",10.00-21.00,Minggu,0819-3399-9075,"Romansa Jakarta, Jl. H. Agus Salim No.18, RT.2/RW.1, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340","lantai, smoking, sambal matah, toilet, nasi goreng, romantis, lagu, pesan, moka pot, rice",https://www.google.com/maps/place/Romansa+Jakarta/data=!4m7!3m6!1s0x2e69f593409aab9d:0xe79f0de6f42ec00e!8m2!3d-6.1836552!4d106.8246528!16s%2Fg%2F11gzm9t0pk!19sChIJnauaQJP1aS4RDsAu9OYNn-c?authuser=0&hl=id&rclk=1,"indoor, vintage, minimalis cafe, art cafe, meeting cafe, study cafe, family cafe, smoking, nonsmoking, coffee, noncoffee",0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0
ChIJgw8nWvnxaS4RT17DoeMT93o,Little League Jakarta,,http://www.instagram.com/littleleaguejakarta,https://lh5.googleusercontent.com/p/AF1QipNVgvwd4q9jzpwe6wVIS5xn-R5nSarZBrduiu8f=w426-h240-k-no,Kafe,"Kafe, Bar, Toko kopi, Restoran",10.00-00.00,,(021) 7220912,"Little League Jakarta, Jl. Prof. Joko Sutono SH No.21, RT.14/RW.6, Petogogan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160","harga, parkir, meeting, smoking area, interior, bir, mie, waitress, fried rice, santai",https://www.google.com/maps/place/Little+League+Jakarta/data=!4m7!3m6!1s0x2e69f1f95a270f83:0x7af713e3a1c35e4f!8m2!3d-6.242916!4d106.808138!16s%2Fg%2F11h648p5pk!19sChIJgw8nWvnxaS4RT17DoeMT93o?authuser=0&hl=id&rclk=1,"outdoor, indoor, vintage, industrial cafe, art cafe, meeting cafe, study cafe, family cafe, smoking, nonsmoking, coffee, noncoffee, garden cafe",1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1
ChIJT5y3Kan2aS4RAOEQECMXGX8,KEN ALIY COFFEE - KOPI ENAK SPACES,"Kreasi kopi, pastri, dan menu camilan kafe disajikan di tempat nyaman dengan beberapa meja outdoor.",http://m.tokopedia.com/kenaliycoffee,https://lh5.googleusercontent.com/p/AF1QipPV9Qz2WHhbb6hAc2xYr-izKk_E9NJ-FYGAzTg=w426-h240-k-no,Kedai Kopi,"Kedai Kopi, Kafe",06.00-22.00,,0811-1900-116,"KEN ALIY COFFEE - KOPI ENAK SPACES, Jl. Bend. Hilir Gg. 3 No.11, RT.10/RW.1, Bendungan Hilir, Tanah Abang, Central Jakarta City, Jakarta 10210","harga, parkir, duduk, barista, snack, wifi, mie, espresso, colokan, motor",https://www.google.com/maps/place/KEN+ALIY+COFFEE+-+KOPI+ENAK+SPACES/data=!4m7!3m6!1s0x2e69f6a929b79c4f:0x7f1917231010e100!8m2!3d-6.2144242!4d106.8133304!16s%2Fg%2F11f275lvd6!19sChIJT5y3Kan2aS4RAOEQECMXGX8?authuser=0&hl=id&rclk=1,"outdoor, indoor, minimalis cafe, study cafe, smoking, nonsmoking, coffee, noncoffee, garden cafe",1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
ChIJiRm_8wz3aS4RY177Lp0wIQI,ou tu cafe,,https://www.outu.co.id/,https://lh5.googleusercontent.com/p/AF1QipNSNk0szSzhLR7bTsAlGGP_kwK8Uatj3tH1dEXk=w408-h408-k-no,Kafe,Kafe,08.00-21.00,,(021) 5600911,"ou tu cafe, Jl. Tanjung Duren Utara 8 No.886, Tj. Duren Utara, Kec. Grogol petamburan, Jakarta, Daerah Khusus Ibukota Jakarta 11470","perumahan, lontong sayur, bakmi, orang, sagu, colokan, pempek, gunting, mie, bowl",https://www.google.com/maps/place/o%C5%AB+tu+cafe/data=!4m7!3m6!1s0x2e69f70cf3bf1989:0x221309d2efb5e63!8m2!3d-6.1704273!4d106.7802753!16s%2Fg%2F11gy9m8skz!19sChIJiRm_8wz3aS4RY177Lp0wIQI?authuser=0&hl=id&rclk=1,"outdoor, indoor, minimalis cafe, modern cafe, meeting cafe, study cafe, family cafe, smoking, nonsmoking, coffee, noncoffee, garden cafe",1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1
ChIJfSWhHbD2aS4RSlEjjjW7Jvc,Upstairs Rooftop Cafe,"Rooftop sejuk yang rimbun dengan pemandangan kota, menyajikan kuliner Barat, bir, dan kopi hingga larut malam.",https://www.zomato.com/jakarta/upstairs-rooftop-cafe-bendungan-hilir,https://lh5.googleusercontent.com/p/AF1QipMpnmezPUFrPWt_r-TKyyj5hMhvbO9gDBEid_ps=w408-h725-k-no,Kafe,"Kafe, Restoran",07.00-23.30,,(021) 29889722,"Upstairs Rooftop Cafe, Jl. Danau Limboto No.45, RT.5/RW.4, Bend. Hilir, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10210","hotel, malam, lantai, pelayanan, dinner, toilet, pemandangan, makanan dan minuman, panas, orang",https://www.google.com/maps/place/Upstairs+Rooftop+Cafe/data=!4m7!3m6!1s0x2e69f6b01da1257d:0xf726bb358e23514a!8m2!3d-6.2085574!4d106.8058476!16s%2Fg%2F11g9k1c_21!19sChIJfSWhHbD2aS4RSlEjjjW7Jvc?authuser=0&hl=id&rclk=1,"outdoor, indoor, modern cafe, good views, smoking, nonsmoking, coffee, noncoffee",1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0
ChIJe0AHSNT1aS4Ra_RDoELknFw,Diskusi Kopi & Ruang Berbagi Kawi,,http://www.diskusikopi.com/,https://lh5.googleusercontent.com/p/AF1QipMCimaWXwboM7xkqlUdPrD2oRt3FBmmxOs2mRTq=w408-h544-k-no,Kafe,Kafe,09.00-21.00,,(021) 28542399,"Diskusi Kopi & Ruang Berbagi Kawi, Jl. Kawi Raya No.18, RT.6/RW.2, Guntur, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980","harga, parkir, luas, pesan, latte, motor, kerja, ruangan, wifi, nasi goreng",https://www.google.com/maps/place/Diskusi+Kopi+%26+Ruang+Berbagi+Kawi/data=!4m7!3m6!1s0x2e69f5d44807407b:0x5c9ce442a043f46b!8m2!3d-6.2103916!4d106.8343277!16s%2Fg%2F11jcm9dpz0!19sChIJe0AHSNT1aS4Ra_RDoELknFw?authuser=0&hl=id&rclk=1,"outdoor, indoor, modern cafe, meeting cafe, study cafe, smoking, nonsmoking, coffee, noncoffee, garden cafe",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
ChIJG3_xiybyaS4RQ1Dv5Vaq2uI,BONCAFE INDONESIA,Menyajikan aneka jenis kopi dan makanan kecil dgn ruangan indoor dan outdoor yg luas. Tersedia wifi.,http://www.boncafeindonesia.com/,https://lh5.googleusercontent.com/p/AF1QipNwVAE-f-rlhpN9EXwcPOs7W0WuP4tcm4rBPikO=w426-h240-k-no,Pemasok mesin kopi,"Pemasok mesin kopi, Kafe, Kedai Kopi",09.00-17.00,"Sabtu, Minggu",(021) 7502025,"BONCAFE INDONESIA, Jl. RS. Fatmawati Raya No.15A, RT.1/RW.3, Gandaria Sel., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12420","anjing bisa berenang, space, halaman belakang, atmosphere, biji kopi, sandwich, peliharaan, barista, rasa, bakar",https://www.google.com/maps/place/BONCAFE+INDONESIA/data=!4m7!3m6!1s0x2e69f2268bf17f1b:0xe2daaa56e5ef5043!8m2!3d-6.2686002!4d106.7969978!16s%2Fg%2F1w0dk9sf!19sChIJG3_xiybyaS4RQ1Dv5Vaq2uI?authuser=0&hl=id&rclk=1,"indoor, minimalis cafe, modern cafe, meeting cafe, study cafe, nonsmoking, coffee, garden cafe",0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1
ChIJwUYPPlDxaS4RQfXf5-zv3Mg,Blumchen Coffee,Menawarkan aneka minuman kopi yg terbuat dari biji kopi pilihan dari berbagai daerah. Tersedia kopi luwak.,http://blumchencoffee.com/,https://lh5.googleusercontent.com/p/AF1QipODfi-afKm7uJXtz-fZuzCeXM1gEAuytAUDmHNX=w408-h306-k-no,Kedai Kopi,Kedai Kopi,07.00-19.00,,0811-1511-901,"Blumchen Coffee, Fairground SCBD Lot 14, Jl. Jend. Sudirman kav 52-53 No.Kav 52-53, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190","interior, croissant, toilet, meeting, atmosphere, cappucino, chat, music, latte, harga",https://www.google.com/maps/place/Blumchen+Coffee/data=!4m7!3m6!1s0x2e69f1503e0f46c1:0xc8dcefece7dff541!8m2!3d-6.2265937!4d106.807142!16s%2Fg%2F1hhjxkdk2!19sChIJwUYPPlDxaS4RQfXf5-zv3Mg?authuser=0&hl=id&rclk=1,"indoor, vintage, art cafe, meeting cafe, family cafe, nonsmoking, coffee, noncoffee",0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0
ChIJURGjzivyaS4ROAwJ5HY-wZA,Antipodean Coffee,Menyediakan variasi kopi dan hidangan makanan ala Barat. Cocok untuk tempat sarapan dan tersedia wifi.,http://www.antipodeancoffee.com/,https://lh5.googleusercontent.com/p/AF1QipNYH9T7i5_whU2QGCdSae4RT_xsh8qDD1QgCqeP=w408-h270-k-no,Kafe,"Kafe, Kedai Sarapan, Restoran makan siang",08.00-20.00,,(021) 7192364,"Antipodean Coffee, komplek hero kemang, Jl. Kemang Selatan I, RT.8/RW.3, Bangka, Kec. Mampang Prpt., Daerah Khusus Ibukota Jakarta 12730","brunch, jus, harga, salad, latte, orak arik, bacon, smoothies, kue wortel, pelayan",https://www.google.com/maps/place/Antipodean+Coffee/data=!4m7!3m6!1s0x2e69f22bcea31151:0x90c13e76e4090c38!8m2!3d-6.265255!4d106.8204611!16s%2Fg%2F11g_f_yby!19sChIJURGjzivyaS4ROAwJ5HY-wZA?authuser=0&hl=id&rclk=1,"indoor, modern cafe, meeting cafe, family cafe, nonsmoking, coffee",0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0
ChIJGVSN3fnzaS4R3w9qNDpIbjs,Sky Garden Cafe,Kafe trendi & kontemporer yang menawarkan pilihan menu Barat & Indonesia.,https://www.skygardencafe.com/,https://lh5.googleusercontent.com/p/AF1QipOThsph4OvuSWdguFIzGoeo8TDiO2PCrl6WDN8Q=w408-h306-k-no,Kafe,"Kafe, Restoran",11.00-23.00,,(021) 5201642,"Sky Garden Cafe, Hotel Rasuna Icon Lt. 3A, Jalan Karet Pedurenan No.3, Setiabudi, RT.6/RW.7, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940","harga, pelayanan, malam, keluarga, sore, luas, hotel, santai, strategis, pasangan",https://www.google.com/maps/place/Sky+Garden+Cafe/data=!4m7!3m6!1s0x2e69f3f9dd8d5419:0x3b6e483a346a0fdf!8m2!3d-6.220918!4d106.829175!16s%2Fg%2F1pp2w_327!19sChIJGVSN3fnzaS4R3w9qNDpIbjs?authuser=0&hl=id&rclk=1,"outdoor, indoor, minimalis cafe, modern cafe, good views, smoking, nonsmoking, coffee, noncoffee, garden cafe",1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1
ChIJW_4P3yfzaS4RgPMpfYJEilQ,The People's Cafe Rajawali,,https://www.ismaya.com/eat-drink/the-peoples-cafe,https://lh5.googleusercontent.com/p/AF1QipOWE1Cr7hnDoxR11feYDkdMFyoOSjbKQlnhmW3j=w408-h306-k-no,Kafe,"Kafe, Restoran",09.00-22.00,Minggu,(021) 57950583,"The People's Cafe Rajawali, Menara Rajawali - Ground Floor, Jl. DR. Ide Anak Agung Gde Agung No.5, RT.5/RW.2, Kuningan, Kuningan Tim., Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950","lunch, harga, kantor, smoking, waitress, driver, santai, meeting, pelayanan, goreng",https://www.google.com/maps/place/The+People%27s+Cafe+Rajawali/data=!4m7!3m6!1s0x2e69f327df0ffe5b:0x548a44827d29f380!8m2!3d-6.2269233!4d106.826214!16s%2Fg%2F11h5rd5rp7!19sChIJW_4P3yfzaS4RgPMpfYJEilQ?authuser=0&hl=id&rclk=1,"indoor, minimalis cafe, modern cafe, art cafe, pet cafe, meeting cafe, study cafe, smoking, nonsmoking, coffee, noncoffee",0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
ChIJ_2OANZjxaS4RFaJTQ2w8njs,Kopi Cat Cafe by Groovy - Kemang,,http://bit.ly/KopiCatCafe,https://lh5.googleusercontent.com/p/AF1QipOAO8Z33eVB_cM3pWkdcfdysTSFBSRYt1iWLB-5=w408-h306-k-no,Kafe,"Kafe, Kedai Kopi",09.00-21.00,,0811-1000-8809,"Kopi Cat Cafe by Groovy - Kemang, Jl. Kemang Selatan VIII No.63A-B, RT.7/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730","kucing, bermain, sehat, anak, biaya, orang, ras, parkiran, bau, ruangan",https://www.google.com/maps/place/Kopi+Cat+Cafe+by+Groovy+-+Kemang/data=!4m7!3m6!1s0x2e69f198358063ff:0x3b9e3c6c4353a215!8m2!3d-6.2672572!4d106.8143343!16s%2Fg%2F11f7dt3_nv!19sChIJ_2OANZjxaS4RFaJTQ2w8njs?authuser=0&hl=id&rclk=1,"indoor, pet cafe, family cafe, nonsmoking, coffee, noncoffee",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
